address,name,online_order,book_table,rate,votes,location,rest_type,cuisines,listed_in(type),listed_in(city),approx_cost
"103, 1st Main, Maruthinagar, Madiwala, BTM, Bangalore",Kabab Magic,Yes,No,3.9,879,btm,Quick Bites,"north indian, kebab, fast food",Dine-out,BTM,500.0
"Shop 943, 16th Main Road, Mico Layout, 2nd Stage, BTM, Bangalore",Just Shawarma,Yes,No,3.9,201,btm,Quick Bites,arabian,Dine-out,BTM,300.0
"1, Mico Layout, 7th Main Road, Pushpa Layout, 2nd Stage, BTM, Bangalore",Zeeshan,Yes,No,2.8,178,btm,Quick Bites,"north indian, mughlai, biryani, rolls",Dine-out,BTM,700.0
"15, 16th Main Road, Keb Layout, Narayan Gowda Layout, Stage 2, BTM, Bangalore",Hotel Udipi Krishna,No,No,,0,btm,Quick Bites,south indian,Dine-out,BTM,100.0
"12th Cross, 7th Main, BTM 2nd Stage, Bangalore, BTM, Bangalore",Biryani Dawat,No,No,,0,btm,Quick Bites,"biryani, hyderabadi",Dine-out,BTM,400.0
"39, 18th Main, 7th Cross, BTM 1st Stage, Opposite HDFC ATM, BTM, Bangalore",Momo Time,Yes,No,,0,btm,Quick Bites,"momos, american",Dine-out,BTM,600.0
"6/4, Hongasandra Bus Stop, Begur Main Road, BTM, Bangalore",New Kabab Zone,No,No,3.5,39,btm,Quick Bites,"north indian, fast food",Dine-out,BTM,500.0
"Total Mall (Jumbo Mall) Madivala Commercial Plaza, Hosur Road - Sarjapur Junction",McDonald's,Yes,No,3.6,59,btm,Quick Bites,"burger, fast food",Dine-out,BTM,500.0
"90, 1st Main Road, Vysya Bank Colony, Mico Layout, BTM, Bangalore",Udupi Gokul Cafe,No,No,3.8,58,btm,Quick Bites,south indian,Dine-out,BTM,300.0
"Opposite Life Care Hospital, 20th Main, 7th, Cross, BTM, Bangalore",Namma Kadai,No,No,3.4,4,btm,Quick Bites,south indian,Dine-out,BTM,150.0
"931, 2nd Stage, 4th Cross Road, BTM",Nellore Dosa Camp,No,No,3.3,5,btm,Quick Bites,"andhra, south indian",Dine-out,BTM,70.0
"20th, Maruthi Nagar Main Road, 1st Stage",Sri Saravana Bhavan,No,No,3.7,35,btm,Quick Bites,south indian,Dine-out,BTM,200.0
"317/373, 1st Stage, Gangothri Circle, Maruthi Nagar",Gangothri Kabab Corner,No,No,3.1,18,btm,Quick Bites,north indian,Dine-out,BTM,400.0
"1st Main Road, Zuzuvadi, Madiwala, 1st Stage, BTM, Bangalore",Thalassery Cafe,No,No,3.4,7,btm,Quick Bites,street food,Dine-out,BTM,150.0
"5, 1st Main Road, Buvannapa Layout, Kaveri Layout, Suddagunte Palya, Bengaluru",Cafe 58,No,No,3.4,4,btm,Quick Bites,"fast food, biryani",Dine-out,BTM,200.0
"5, Opposite Sandhya Talkies, Old Madiwala Road, BTM, Bangalore",Five Star Chicken,Yes,No,3.5,24,btm,Quick Bites,fast food,Dine-out,BTM,350.0
"82, Tavarekere Main Road",Mangalore Lunch Home,Yes,No,3.6,42,btm,Quick Bites,"north indian, south indian, mangalorean",Dine-out,BTM,250.0
"4&5, 1st Main, Old Post Office Road, Opposite St. Mary Ladies Hotel, Maruthi Nagar Main Road, BTM, Bangalore",Basava Hotel,No,No,,0,btm,Quick Bites,south indian,Dine-out,BTM,200.0
"7th A Cross, 60th Feet Road, 20th Main, Near Gangotri Circle, BTM, Bangalore",Nanu's Shawarma,No,No,,0,btm,Quick Bites,"chinese, arabian, rolls",Dine-out,BTM,300.0
"10, Near Post Office, 16th Main Rd, Mahadeshwara Nagar, 2nd Stage, BTM, Bangalore",Peshawari Zaika,No,No,,0,btm,Quick Bites,"north indian, fast food",Dine-out,BTM,300.0
"75/4, Maruthi Nagar Main Road, 1st Stage",Meat And Eat,Yes,No,3.1,15,btm,Quick Bites,"fast food, burger",Dine-out,BTM,500.0
"Vega City Mall, 3rd Floor Srinivas Industrial Estate Bilekahalli, BTM, Bangalore",Subway,Yes,No,,0,btm,Quick Bites,"salad, fast food",Dine-out,BTM,600.0
"13, Near Christ College, Hosur Road",Sri Vishnupriya,No,No,3.0,67,btm,Quick Bites,"south indian, north indian, chinese",Dine-out,BTM,300.0
"13, Ground Floor, 4th Main, S.G.Palaya, Tavarekere Main Road, BTM, Bangalore",Aarya Pork Hotel,No,No,3.3,11,btm,Quick Bites,"south indian, biryani, chinese",Dine-out,BTM,300.0
"294, 7th Main, 7th Cross, BTM 2nd Stage, BTM, Bangalore",Sri Krishna Sagar,No,No,3.6,11,btm,Quick Bites,"south indian, north indian, chinese",Dine-out,BTM,200.0
"12/11, Opposite SBM Bank, 20th Main, 100 Feet Road",Mast Biryani,No,No,,0,btm,Quick Bites,biryani,Dine-out,BTM,300.0
"172, 13th Cross, 16th Main Road, Near Tavarekere Bus Stop, BTM, Bangalore",Apna Odisha Kolkatta Hotel,No,No,,0,btm,Quick Bites,north indian,Dine-out,BTM,400.0
"Sri Lakshmi, 29th Main Road, 2nd Stage, BTM, Bangalore",Bihari Food Corner,No,No,,0,btm,Quick Bites,"north indian, chinese",Dine-out,BTM,250.0
"39,1st Cross N.S Palya, BTM, Bangalore",Navaruchi,No,No,,0,btm,Quick Bites,"chinese, north indian, south indian",Dine-out,BTM,350.0
"Near Christ University, Venkateshwara Layout, BTM, Bangalore",Regal Cafe,No,No,,0,btm,"Quick Bites, Beverage Shop","street food, juices",Dine-out,BTM,200.0
"Near Ayappa Temple, Maruthi Nagar Main Road, Zuzuvadi, Madiwala, 1st Stage, BTM, Bangalore, Bengaluru",Shawarma Hunt,No,No,,0,btm,Quick Bites,arabian,Dine-out,BTM,300.0
"39, 4th Cross, 1st Main, Maruthi Nagar, Madivala, BTM, Bangalore",Vibe Club,No,No,,0,btm,Quick Bites,"fast food, beverages",Dine-out,BTM,300.0
"76, Hosur Main Road, Madawala, BTM, Bangalore",Hotel Sri Kumar Bhavan,No,No,,0,btm,Quick Bites,south indian,Dine-out,BTM,200.0
"20th B Main, Marathinagar Main Road, Madiwala, BTM, Bangalore",Mirchi- The Indian Street Food Kitchen,No,No,,0,btm,Quick Bites,"street food, north indian, south indian",Dine-out,BTM,150.0
"24, 4th Main 2nd cross, Krishna Murthi Layout, Suddagunte Palya, BTM, Bangalore",SS Hot Dum Briyani Point,No,No,,0,btm,Quick Bites,"biryani, north indian, south indian",Dine-out,BTM,300.0
"1-2, Brindavan Nagar, Opposite M.N.P Residency, Tavarekere, Ramappa Layout, 1st Stage, BTM, Bangalore",Salkara Malabar Kitchen,No,No,,0,btm,Quick Bites,"south indian, north indian, chinese",Dine-out,BTM,300.0
"37, 1st Main, 1st Cross Road, Near Lakshmi Theatre, Narayanappa Garden, Tavarekere, BTM, Bengalore",Chorum Curryum,No,No,,0,btm,Quick Bites,"chinese, kerala, south indian",Dine-out,BTM,250.0
"147 Ejipura Road, Near Green Vine Hospital BTM, Bangalore",Sri Srinivas Park Hotel,Yes,No,,0,btm,Quick Bites,"south indian, fast food",Dine-out,BTM,300.0
"14, Krishnanagara Industrial Area, Next to Christ College, BTM, Bangalore",Pout,No,No,4.0,40,btm,Beverage Shop,beverages,Dine-out,BTM,400.0
"489, 29th Main, 9th Cross, 2nd Stage, BTM, Bangalore",Hotel Meed Cafe,No,No,3.2,5,btm,Quick Bites,"north indian, south indian",Dine-out,BTM,250.0
"104/1, Near Laxmi Theatre, Gopal Reddy Building, Tavarekere Main Road",Karavali Lunch Home,No,No,3.3,4,btm,Quick Bites,kerala,Dine-out,BTM,200.0
"100, 8th Cross Road, 1st Stage, BTM, Bangalore",Sri Udupi Sagar,No,No,3.5,12,btm,Quick Bites,south indian,Dine-out,BTM,200.0
"39 Bhuvanappa Layout, Tavarekere Main Road, BTM, Bangalore",Falafel Bistro,No,No,,0,btm,Quick Bites,"arabian, asian, chinese, afghan",Dine-out,BTM,300.0
"33/1, 1st A Cross Road, Cashier Layout, 1st Stage, BTM, Bangalore",Strategic Timeout Cafe,No,No,,0,btm,Quick Bites,"fast food, beverages",Dine-out,BTM,300.0
"128/3, NS Palya, Behind Shoppers' Stop, BTM Layout, Bangalore, BTM, Bangalore",Hot Burg,No,No,3.5,14,btm,Quick Bites,"fast food, juices",Dine-out,BTM,300.0
"14, 10th Cross, Christ School Road, SG Palya, DRC Post",Ande Ka Funda,No,No,2.8,60,btm,Quick Bites,"north indian, fast food, rolls",Dine-out,BTM,250.0
"9th A Main Road, Behind HDFC Bank,1st Stage, BTM, Bangalore",Desi Adda,No,No,3.3,22,btm,Quick Bites,"north indian, chinese",Dine-out,BTM,300.0
"402, 3rd Cross, 23rd Main, 2nd Stage, BTM, Bangalore",Basawa Hotel,No,No,3.4,8,btm,Quick Bites,south indian,Dine-out,BTM,250.0
"269, 6th Main Road, 2nd Stage, BTM, Bangalore",YummyyDoz,No,No,,0,btm,Quick Bites,"beverages, fast food",Dine-out,BTM,200.0
"2nd Cross, Maruthi Nager, BTM, Bangalore",Hello Dish Biriyani,No,No,,0,btm,Quick Bites,biryani,Dine-out,BTM,200.0
"1214, 8th Main, 1st Stage, BTM, Bangalore",The Uptown,No,No,,0,btm,"Quick Bites, Beverage Shop","fast food, beverages",Dine-out,BTM,300.0
"12, 100 Feet Road, 1st Stage, BTM, Bangalore",Fast N Food,No,No,,0,btm,Quick Bites,"chinese, north indian, seafood",Dine-out,BTM,250.0
"28/2, 7th Main, NS Palya, BTM 2nd Stage, BTM, Bangalore",Swad Now - The Biriyani Factory,No,No,,0,btm,Quick Bites,"north indian, biryani",Dine-out,BTM,400.0
"16, VP Road, Near Sandhya Theatre, Old Madiwala, BTM, Bangalore",Friend's Kitchen,No,No,3.5,10,btm,Quick Bites,"south indian, chinese",Dine-out,BTM,150.0
"Munireddy Layout, BTM 1st Stage, Maruthi Nagar, BTM, Bangalore",Bismillah Restaurant,No,No,,0,btm,Quick Bites,"biryani, north indian, south indian",Dine-out,BTM,200.0
"14A, 1st Cross, 17th Main Road, BTM Layout 1, Bangalore",Chatori Zuban,No,No,,0,btm,Quick Bites,"north indian, fast food",Dine-out,BTM,200.0
"46 ,3rd Cross, Madiwala, BTM, Bangalore",Chinese Corner,No,No,,0,btm,Quick Bites,chinese,Dine-out,BTM,300.0
"Near Forum Mall Signal, Tavarekere Main Road, BTM, Bangalore",South Side,No,No,3.3,6,btm,Quick Bites,"south indian, beverages",Dine-out,BTM,250.0
"28th, 8th Cross, Maruthi Nagar, Madiwala, BTM, Bangalore, Bengaluru",Barkat,No,No,3.4,5,btm,Quick Bites,kerala,Dine-out,BTM,250.0
"13, Shree Shakthi Mansion, 1st Main Road,Old Post Office Road, Maruti Nagar, Madiwala, BTM, Bangalore",Sri Sai Restaurant,No,No,,0,btm,Quick Bites,"south indian, seafood",Dine-out,BTM,300.0
"15, 16th Main Road, Keb Layout, Narayan Gowda Layout, 2nd Stage, BTM, Bangalore",Shawarma Bite,No,No,,0,btm,Quick Bites,arabian,Dine-out,BTM,200.0
"2/1-4 Tavarakere Main Road, Opposite Oracle Bangalore, BTM, Bangalore",Jordan Cafe,No,No,,0,btm,Quick Bites,"north indian, beverages",Dine-out,BTM,400.0
"62, 8th Main, 1st Stage, BTM, Bangalore",C K Bake & Juice,No,No,3.1,10,btm,"Quick Bites, Beverage Shop","juices, street food",Dine-out,BTM,150.0
"63, Opposite St John?s Wood Apartment & Oracle Prestige Lexington, Cauvery Layout, Tavarekere, BTM, Bangalore",The Grand Kitchen Restaurant,No,No,,0,btm,Quick Bites,"north indian, chinese",Dine-out,BTM,400.0
"Thavrekera Main Road, Near Health India Hospital, RMV Shelder, BTM, Bangalore",Hotel Mirchi Red,No,No,3.0,32,btm,Quick Bites,"north indian, chinese",Dine-out,BTM,400.0
"2nd Stage, 10th Cross, 16th Main, Opposite Mico Layout Police Station, BTM, Bangalore",New Shetty Lunch Bhavan,No,No,,0,btm,Quick Bites,"south indian, mangalorean",Dine-out,BTM,300.0
"68, 7th Main Road, N S Palya, Stage 2, BTM Layout, Bangalore",SGS Non Veg - Gundu Pulav,Yes,No,3.6,41,btm,Quick Bites,"biryani, fast food",Dine-out,BTM,400.0
"4, 7th Main, NS Palya, Near Apollo Pharmacy, 2nd Stage, BTM, Bangalore",Rana Vada Pav,Yes,No,,0,btm,Quick Bites,"street food, fast food",Dine-out,BTM,250.0
"Davanam Plaza, Next To Total Mall Madivala, Hosur Road, Sidharata Colony, Santhosapuram, Koramangala 2nd Block, Bangalore",Gallop Bar - Davanam Sarovar Portico Suites,No,No,3.5,8,koramangala 2nd block,Lounge,finger food,Dine-out,BTM,1600.0
"6, Z1 Construction Building, 5th Floor, Next To Sapna Book House, 20th Main Road, Koramangala 7th Block, Bangalore",Bombay Adda,No,Yes,4.5,2225,koramangala 7th block,"Casual Dining, Bar",modern indian,Dine-out,BTM,1100.0
"4th B Cross, Koramangala 5th Block, Bangalore",Biergarten,No,Yes,,0,koramangala 5th block,"Pub, Microbrewery","continental, north indian, chinese, european, bbq, finger food, asian",Dine-out,BTM,2100.0
"17th Main Road, JNC Road, Koramangala 5th Block, Bangalore",The Reservoire,No,Yes,4.5,2540,koramangala 5th block,"Bar, Casual Dining","continental, north indian, chinese, american, pizza, finger food",Dine-out,BTM,1300.0
"5th Floor, 6th Block, Elite Building, Industrial Layout, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Indigo XP,No,No,4.3,2349,koramangala 5th block,Pub,"finger food, continental, asian, north indian",Dine-out,BTM,1400.0
"115, 3rd Floor, Opposite Raheja Arcade, Koramangala 7th Block, Bangalore",Fenny's Lounge And Kitchen,No,Yes,4.5,6348,koramangala 7th block,"Bar, Casual Dining","mediterranean, pizza, continental, seafood, salad",Dine-out,BTM,1600.0
"66, Ground Floor, JNC Road, Koramangala 5th Block, Bangalore",Sharief Bhai,No,Yes,4.3,1520,koramangala 5th block,Casual Dining,"mughlai, biryani",Dine-out,BTM,700.0
"Shop 44, 4th B Cross Road, Koramangala 5th Block, Bangalore",ECHOES Koramangala,No,No,4.7,3197,koramangala 5th block,"Cafe, Casual Dining","chinese, american, continental, italian, north indian",Dine-out,BTM,750.0
"12, 17th Main, 1st Cross, 5th A Block, Koramangala 5th Block, Bangalore",Chianti,No,Yes,4.7,4845,koramangala 5th block,Casual Dining,italian,Dine-out,BTM,1500.0
"104, 3rd Floor, 1st Main, 5th Block, Jatti Building, Koramangala 5th Block, Bangalore",Drava,No,Yes,4.4,110,koramangala 5th block,Lounge,"pizza, continental, north indian, asian",Dine-out,BTM,1500.0
"413, 100 Feet Road, Next E-Zone, Koramangala 4th Block, Bangalore",The Terrace at Gilly's Redefined,No,Yes,4.6,866,koramangala 4th block,"Microbrewery, Casual Dining","continental, finger food, asian, north indian",Dine-out,BTM,1400.0
"2nd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",The Boozy Griffin,No,Yes,4.6,4947,koramangala 5th block,"Casual Dining, Pub","european, continental",Dine-out,BTM,1800.0
"105, 3rd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Simon Says Brew Works,No,Yes,4.5,1932,koramangala 5th block,"Microbrewery, Casual Dining","continental, american, italian, modern indian, pizza, burger",Dine-out,BTM,1400.0
"413, 100 Feet Road, Koramangala 4th Block, Bangalore",Myu Bar at Gilly's Redefined,No,Yes,4.4,1213,koramangala 4th block,"Microbrewery, Bar","american, north indian, pizza, finger food, continental, italian",Dine-out,BTM,1200.0
"#20, 1st Floor, 1st Cross, 5th A Block, JNC road, Koramangala 5th Block, Bangalore",Kobe Sizzlers,No,Yes,4.1,1786,koramangala 5th block,Casual Dining,"american, continental, fast food, steak",Dine-out,BTM,1000.0
"53/1, 2, 4th Floor, SV Arcade, Bilekahalli, Bannerghatta Road, Bangalore",Public - The Rooftop Bar And Kitchen,No,Yes,4.3,956,bannerghatta road,"Casual Dining, Bar","north indian, south indian, andhra, chinese",Dine-out,BTM,1000.0
"Opposite Jayadeva Hospital, 9th Block, Off Bannerghatta Road, Jayanagar, Bangalore",Al-Bek,Yes,No,3.9,682,jayanagar,Casual Dining,"north indian, mughlai, chinese, seafood",Dine-out,BTM,650.0
"1313, Near Bangalore Central Mall, 25th Main, 9th Block, Jayanagar, Bangalore",Shanmukha,Yes,No,4.4,1944,jayanagar,Casual Dining,"biryani, andhra, north indian, chinese",Dine-out,BTM,800.0
"1, Raheja Arcade, Koramangala 7th Block, Bangalore",Bob's Bar,No,No,,0,koramangala 7th block,"Bar, Casual Dining","south indian, finger food",Dine-out,BTM,1000.0
"25, 1st Floor, 5th Cross, Koramangala 5th Block, Bangalore",Chinita Real Mexican Food,No,No,4.5,729,koramangala 5th block,Casual Dining,mexican,Dine-out,BTM,1200.0
"1304, Ground Floor, 9th Cross, 20th Main, JP Nagar, Bangalore",Baba Chatkora,No,No,,0,jp nagar,Casual Dining,north indian,Dine-out,BTM,1000.0
"104, 5th Floor, Industrial Area, Koramangala 5th Block, Bangalore",Karama Restaurant,Yes,No,4.1,1555,koramangala 5th block,Casual Dining,"arabian, north indian, beverages",Dine-out,BTM,750.0
"147/D, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Sathya's,No,Yes,4.1,759,koramangala 3rd block,Bar,"north indian, chinese",Dine-out,BTM,1200.0
"115, First Floor, Opposite Raheja Arcade, Koramangala 7th Block, Bangalore",Rajdhani Thali Restaurant,Yes,Yes,4.0,792,koramangala 7th block,Casual Dining,north indian,Dine-out,BTM,900.0
"129, 5th Block, KHB Colony, Koramangala 5th Block, Bangalore",Chung Wah,Yes,No,4.0,313,koramangala 5th block,Casual Dining,"chinese, thai, momos, vietnamese",Dine-out,BTM,800.0
"88, KK Centre, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Mani's Dum Biryani,Yes,No,3.9,778,koramangala 5th block,Casual Dining,"biryani, kebab",Dine-out,BTM,750.0
"99, Ground Floor, 4th B Cross, 1st Main Road, Koramangala 5th Block, Bangalore",Tilt Gastro Lounge,No,Yes,4.1,1235,koramangala 5th block,"Lounge, Casual Dining","continental, american, north indian, chinese",Dine-out,BTM,1500.0
"Nandhana Grand Hotel, 52, 6th Cross, 5th Main, 60 Feet Road, Koramangala 6th Block, Bangalore",52 Wall Street,No,No,3.9,737,koramangala 6th block,"Bar, Casual Dining","american, continental, finger food",Dine-out,BTM,1400.0
"146, Koramangala 5th Block, Bangalore",Bulls N Bears - Bar Trade Xchange,No,Yes,3.9,144,koramangala 5th block,"Pub, Bar","finger food, north indian, continental, pizza",Dine-out,BTM,1000.0
"7, 100 Feet Road, Next to BDA Complex, Koramangala 4th Block, Bangalore",Sutra Spice-The Resto Bar,No,No,3.9,31,koramangala 4th block,Bar,"south indian, andhra",Dine-out,BTM,1000.0
"61, 1st Main, Koramangala 7th Block, Bangalore",Smoke - The Sizzler House,Yes,Yes,4.0,1382,koramangala 7th block,Casual Dining,"continental, chinese, thai, italian, bbq, steak",Dine-out,BTM,1100.0
"359, Koramangala 7th Block, Bangalore",JukeBox,No,Yes,3.9,281,koramangala 7th block,"Casual Dining, Bar","continental, parsi, chinese, north indian, italian, steak",Dine-out,BTM,1000.0
"46, 4th B Cross Road, Koramangala 5th Block, Bangalore",Sherlock's Pub,No,Yes,3.9,579,koramangala 5th block,"Pub, Casual Dining","continental, north indian, chinese",Dine-out,BTM,1300.0
"Outer Ring Road, 5th Phase, JP Nagar, Bangalore",Starbucks,No,No,4.2,386,jp nagar,Cafe,"cafe, desserts",Dine-out,BTM,700.0
"Inn @ Silicon Valley, 756/L-189, Sector 6, Silk Board Junction, HSR, Bangalore",Lounge 189,No,No,3.8,157,hsr,"Lounge, Bar","continental, italian",Dine-out,BTM,1300.0
"360, 2nd Floor, Near HDFC Bank,7th Block, Koramangala 7th Block, Bangalore",Axomi - Taste of Assam,Yes,No,4.0,610,koramangala 7th block,Casual Dining,assamese,Dine-out,BTM,500.0
"44, Kutchi Bhavan, Opposite To Mini Forest, 1st Main, JP Nagar 3rd Phase, JP Nagar, Bangalore",Mavalli Tiffin Room (MTR),No,No,4.1,873,jp nagar,Quick Bites,south indian,Dine-out,BTM,300.0
"1820, 41st Cross, 9th Block, Jayanagar, Bangalore",Uttar Karnataka Meals Restaurant,No,No,3.7,26,jayanagar,Quick Bites,south indian,Dine-out,BTM,200.0
"123, KHB 1st Cross Road, Koramangala 5th Block, Bangalore",Leon Grill,Yes,No,4.3,165,koramangala 5th block,Quick Bites,"burger, turkish, arabian, fast food, salad, healthy food, desserts",Dine-out,BTM,500.0
"56, JNC Road, Koramangala 5th Block, Bangalore",IDC Kitchen,No,No,4.2,51,koramangala 5th block,Quick Bites,south indian,Dine-out,BTM,200.0
"122, KHB Colony, Koramangala 5th Block, Bangalore",The Underground Gastropub,No,No,3.0,37,koramangala 5th block,Pub,finger food,Dine-out,BTM,1000.0
"L 191,6th Sector HSR Layout,Near Silk Board Junction, HSR, Bangalore",New Prashanth Hotel,Yes,No,3.1,53,hsr,Casual Dining,"south indian, biryani, chinese, north indian",Dine-out,BTM,750.0
"118, Unit 1, Bavar Atrium, Industrial Area, Koramangala 7th Block, Bangalore",Burger King,Yes,No,3.9,1043,koramangala 7th block,Quick Bites,"burger, fast food, beverages",Dine-out,BTM,600.0
"413, 100 Feet Road, Next to E-Zone, Koramangala 4th Block, Bangalore",Fandom at Gilly's Redefined,No,No,3.8,103,koramangala 4th block,Bar,finger food,Dine-out,BTM,1500.0
"134, KHB Colony, Koramangala 5th Block, Bangalore",Atta Galata,No,No,4.1,208,koramangala 5th block,Quick Bites,"bakery, fast food",Dine-out,BTM,200.0
"305, Anand NR Onyx, 15th Cross, 100ft Ring Road, 5th Phase Extention, JP Nagar, Bangalore",Drunken Monkey,Yes,No,3.7,125,jp nagar,"Beverage Shop, Quick Bites","beverages, fast food",Dine-out,BTM,400.0
"hree Shankaranarayana 1981 & 1990/17, 28th Main Road, 9th Block, Jayanagar East, Jayanagar, Bangalore",SLV Ragigudda,Yes,No,,0,jayanagar,Quick Bites,"south indian, north indian, chinese",Dine-out,BTM,400.0
"SPR Arcade, Ground Floor, 1st Main Road, 4th Cross Road, Begur Main Rd, Hongasandra, Bommanahalli, Bangalore",Caife Coffee Point,No,No,,0,bommanahalli,"Beverage Shop, Quick Bites","beverages, fast food",Dine-out,BTM,
"217, 1st Main, Koramangala 7th block, Bengaluru, Koramangala 7th Block, Bangalore",Senthur Cafe,No,No,,0,koramangala 7th block,Quick Bites,"south indian, beverages",Dine-out,BTM,100.0
"348, 17th B Main Road, KHB Block, Koramangala 5th Block, Bangalore",Mizo Kitchen,No,No,3.8,27,koramangala 5th block,Quick Bites,"north eastern, chinese",Dine-out,BTM,400.0
"3rd Floor, 100 Feet Road, Near BDA complex, Koramangala 4th Block, Bangalore",Barcode,No,Yes,3.8,169,koramangala 4th block,Bar,"south indian, north indian",Dine-out,BTM,1300.0
"348/349, 7th Block, 80 Feet Road, Opposite HDFC Bank, Koramangala 7th Block, Bangalore",Udupi Upahar,No,No,3.6,16,koramangala 7th block,Quick Bites,"south indian, north indian, chinese",Dine-out,BTM,300.0
"East End Main Road, 9th Block, Jayanagar, Bangalore",Amaravathi Bar & Restaurant,No,No,3.7,43,jayanagar,"Casual Dining, Bar","north indian, chinese, seafood",Dine-out,BTM,400.0
"57/23/2, First Floor, Opposite Ganesha Temple, Begur Main Road, Bommanahalli, Bangalore",Sri Balaji Andhra Mess,No,No,,0,bommanahalli,Mess,andhra,Dine-out,BTM,300.0
"A-4, K.H.B. Colony, Koramangala 5th Block, Bangalore",Chetty's Corner,Yes,No,3.8,34,koramangala 5th block,Quick Bites,"fast food, burger",Dine-out,BTM,200.0
"202, 4th Cross, 17th E Main, 5th Block, Koramangala 5th Block, Bangalore",Taruni Andhra Mess,No,No,3.6,23,koramangala 5th block,Mess,andhra,Dine-out,BTM,200.0
